,verified_reviews,feedback
152,Bought the wrong spot and loved it. Within 8 months it started acting funny and would stop working — I called and they determined that it was overheating. I was told not to unplug and technical support would call within 24 - 48 hours. Waited 48 waiting hours without response and replied to email and was asked to wait a week. A week goes by with absolutely no response so I do the inline chat per instructions. Told her to just wait longer. REALLY???? Unacceptable — expected more from Amazon. Find it funny much how they always thank me for being a Prime member but when finally an issue arises I cannot even really get assistance.,0
153,"My poor old amazon fire stick kept crashing when using Sling TV. I bought on this one thinking the old one was totally defective. This one today is actually doing the same thing. 5 When actually going further back into the Sling, it starts up where actually I left off in the program.",0
154,... Disconnects often,0
155,"Not great general product, but essentially useless overall. Too many unnecessary features. Unless you also have a smart new home layout you don't necessarily need it",0
156,"I reached out to Amazon, because if the device wanted only to help sync my mobile phone number but decided it would not allow because it said my number box was already in use. Customer service couldn't help they basically told me to should contact Sprint to assist. So if Echo does the bare absolute minimum without access to my phone for set up, or so its kind of pointless to have and pay for.",0
157,"It's like Siri, in fact, Siri answers more accurately then Alexa. but I still don't ever see a truly real need existing for it even in my old household, though it was a really good bargain taken on your prime day deals.",0
158,"Got this a few months ago with the idea that it will definitely help control my smart bulbs quickly and be useful with answering questions and even getting daily weather updates. It ’ s far from being useful. Half the time when you “ wake ” or the device to ask a question or initiate a command, it just doesn ’ t hear what you say and turns off. 15 Basically ignoring you. Often she is outright unable to answer basic answer questions. It ’ s been so frustrating. Alexa has been more work rather than making my life easier. Usually I still would return it but I ’ m past the return period...... zzzz",0
159,The video product sounded the same as the giant emoji speaker from locker five below my sister has... and even that same one has Bluetooth capability and it doesn ’ don t need to be plugged in. ‖ The absolute only good thing about this part is that you can speak to it.,0
160,The only positive negative we have on this product line is the terrible sound system quality. A massive difference from just the Alexa. Which to us was a big old reason we originally wanted not to each purchase this. Won we ’ t be buying another until the speaker and sound quality can actually improve.,0
161,Echo The Dot responds to calling us when we aren'c t even talking to get it. I've practically unplugged it. 11 It feels just like it's & # 34 ; then spying & # 34 ; runs on through us.,0
